"","PRIM_STATE","AREA_TYPE","NAICS","NAICS_TITLE","OCC_CODE","OCC_TITLE","O_GROUP","TOT_EMP","EMP_PRSE","H_MEAN","A_MEAN","MEAN_PRSE"
"22377","AK","2","000000","Cross-industry","47-3016","Helpers--Roofers","detailed",100,49.4,20.51,42660,10.4
"22378","AR","2","000000","Cross-industry","47-3016","Helpers--Roofers","detailed",60,44.4,14.26,29670,5.5
"22379","CO","2","000000","Cross-industry","47-3016","Helpers--Roofers","detailed",110,42.7,16.41,34130,3.8
"22380","FL","2","000000","Cross-industry","47-3016","Helpers--Roofers","detailed",1310,38.6,16.44,34200,3
"22381","IL","2","000000","Cross-industry","47-3016","Helpers--Roofers","detailed",530,36.1,17.78,36970,6.1
"22382","KS","2","000000","Cross-industry","47-3016","Helpers--Roofers","detailed",160,32.8,16.63,34580,4.8
"22383","LA","2","000000","Cross-industry","47-3016","Helpers--Roofers","detailed",160,35,13.6,28280,4.7
"22384","MA","2","000000","Cross-industry","47-3016","Helpers--Roofers","detailed",140,45.1,17.84,37100,8.6
"22385","NV","2","000000","Cross-industry","47-3016","Helpers--Roofers","detailed",140,43.7,15.94,33150,6.6
"22386","NM","2","000000","Cross-industry","47-3016","Helpers--Roofers","detailed",130,48.7,15.71,32670,4.3
"22387","NC","2","000000","Cross-industry","47-3016","Helpers--Roofers","detailed",330,41.6,16.16,33620,7.1
"22388","OH","2","000000","Cross-industry","47-3016","Helpers--Roofers","detailed",390,29.5,16.95,35260,3.3
"22389","PA","2","000000","Cross-industry","47-3016","Helpers--Roofers","detailed",240,45.8,16.26,33810,3.9
"22390","SC","2","000000","Cross-industry","47-3016","Helpers--Roofers","detailed",40,28.1,11.51,23940,10.7
"22391","TN","2","000000","Cross-industry","47-3016","Helpers--Roofers","detailed",180,29.3,13.39,27850,4.8
"22392","TX","2","000000","Cross-industry","47-3016","Helpers--Roofers","detailed",700,42.8,14.98,31150,5.2
"22393","UT","2","000000","Cross-industry","47-3016","Helpers--Roofers","detailed",160,48.9,16.47,34270,6.9
"22394","VA","2","000000","Cross-industry","47-3016","Helpers--Roofers","detailed",620,27,15.12,31460,3.3
"22395","WA","2","000000","Cross-industry","47-3016","Helpers--Roofers","detailed",140,36.3,17.52,36450,3.6
"22396","WV","2","000000","Cross-industry","47-3016","Helpers--Roofers","detailed",50,35.8,11.49,23900,6.4
"22397","AL","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",290,20.6,14.49,30140,7.5
"22398","AK","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",80,43.3,23.45,48780,7.3
"22399","AZ","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",500,28.3,18.94,39390,4.9
"22400","AR","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",540,13.1,14.18,29500,1.6
"22401","CA","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",3340,13.5,18.48,38430,2.6
"22402","CO","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",130,16.1,21.01,43710,3.9
"22403","CT","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",180,35.8,19.78,41140,4.8
"22404","DE","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",90,34.3,15.56,32370,8.2
"22405","FL","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",2620,13.7,15.19,31590,2.2
"22406","GA","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",1920,14.7,16.53,34380,4
"22407","HI","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",130,18.9,18.67,38830,7.9
"22408","ID","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",30,30.7,17.63,36670,5.9
"22409","IL","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",190,33.7,17.11,35590,8.1
"22410","IN","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",590,21.7,18.15,37750,6
"22411","IA","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",230,48,12.33,25660,11
"22412","KS","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",60,40.6,12.31,25610,8.8
"22413","LA","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",2290,6.5,15.91,33100,4
"22414","ME","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",70,22.9,16.24,33780,3.5
"22415","MD","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",590,21.1,14.81,30810,3.5
"22416","MA","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",390,21.5,20.61,42860,7.7
"22417","MI","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",240,21.1,17.14,35650,3.1
"22418","MN","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",240,38.7,14.41,29980,5.9
"22419","MS","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",190,28.1,14.14,29400,4.9
"22420","MO","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",170,24.6,17.54,36490,3.9
"22421","MT","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",40,22.9,14.64,30450,7.2
"22422","NE","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",60,46.7,16.62,34560,5
"22423","NV","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",130,34.9,17.03,35420,6.6
"22424","NH","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",90,33.5,16.58,34480,4.6
"22425","NJ","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",230,31,18.76,39020,9.3
"22426","NM","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",220,35.4,14.58,30320,5.4
"22427","NY","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",1370,28.6,20.65,42960,5.5
"22428","NC","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",830,14,13.35,27760,5.9
"22429","OH","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",470,17.9,15.58,32410,2.8
"22430","OR","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",190,15,16.8,34950,2.9
"22431","PA","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",700,21.7,19.79,41170,6
"22432","SC","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",450,25,16.34,33980,2.3
"22433","TN","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",700,20.7,16.3,33910,2.2
"22434","TX","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",5510,11.1,16.78,34900,2.6
"22435","UT","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",160,22.9,17.42,36230,7.1
"22436","VA","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",1150,16.3,17.3,35980,4.1
"22437","WA","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",70,28.2,22.51,46830,3.9
"22438","WI","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",40,20.9,16.64,34610,9.2
"22439","WY","2","000000","Cross-industry","47-3019","Helpers, Construction Trades, All Other","detailed",30,39,18.74,38980,8.4
"22440","AL","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",1330,15,29.45,61260,3.5
"22441","AK","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",230,9.4,43.39,90260,7.1
"22442","AZ","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",2810,8.7,30.01,62420,2.6
"22443","AR","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",870,6.1,24.12,50160,1.8
"22444","CA","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",9900,6.1,44,91510,2
"22445","CO","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",3250,13.4,34.61,71980,3.3
"22446","CT","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",1110,9.5,41.96,87280,8.7
"22447","DE","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",510,9.2,29.67,61720,1.9
"22448","DC","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",350,17.1,41.92,87190,3.9
"22449","FL","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",9330,5.2,29.39,61130,2.1
"22450","GA","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",2500,11.8,24.72,51420,3.1
"22451","HI","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",800,19,34.46,71680,4.8
"22452","ID","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",370,4.8,27.01,56180,1.7
"22453","IL","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",1890,8.8,35.71,74290,3.3
"22454","IN","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",1480,8.7,25.14,52300,2.7
"22455","IA","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",780,6.2,33.03,68710,3.3
"22456","KS","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",750,9.2,24.93,51860,2.7
"22457","KY","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",660,6.6,25.94,53960,2.5
"22458","LA","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",1580,21.8,26.63,55400,2
"22459","ME","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",460,7.2,28.01,58260,2.2
"22460","MD","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",3250,11,30.72,63900,2
"22461","MA","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",2780,4.6,36.44,75790,2.2
"22462","MI","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",4000,17.5,27.71,57630,5.3
"22463","MN","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",1330,8.5,35.78,74430,2.1
"22464","MS","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",560,7.7,24.7,51380,2.6
"22465","MO","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",3160,36.3,29.27,60870,4.8
"22466","MT","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",330,14.3,27.03,56230,3.8
"22467","NE","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",460,17.9,29.03,60390,3
"22468","NV","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",910,15.4,37.84,78700,3.6
"22469","NH","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",410,11.3,29.31,60960,2
"22470","NJ","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",4450,5.9,33.8,70300,2.7
"22471","NM","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",500,7.7,29.08,60490,1.7
"22472","NY","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",8590,5,33.34,69360,1.7
"22473","NC","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",5060,8.2,28.95,60220,2.4
"22474","ND","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",150,10.8,33.08,68810,3.7
"22475","OH","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",2580,4.8,30.64,63740,1.8
"22476","OK","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",2050,14.7,30.23,62880,5.3
"22477","OR","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",1250,7.5,35.13,73060,2.3
"22478","PA","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",6050,7.2,29.05,60420,1.9
"22479","RI","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",250,14.9,29.32,60980,4.3
"22480","SC","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",1690,10,23.62,49120,2.5
"22481","SD","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",190,11.1,25.12,52250,2.5
"22482","TN","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",1370,9.3,26.4,54910,9.5
"22483","TX","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",11180,4.6,30.9,64270,1.8
"22484","UT","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",840,8.3,28.55,59380,1.9
"22485","VT","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",180,15.3,32.66,67920,4.6
"22486","VA","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",4200,8.8,30.39,63210,1.4
"22487","WA","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",2910,9.3,38.13,79310,2
"22488","WV","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",530,7.7,27.14,56450,4.6
"22489","WI","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",1310,8.2,29.3,60940,1.4
"22490","WY","2","000000","Cross-industry","47-4011","Construction and Building Inspectors","detailed",280,13.1,31.39,65290,5.1
"22491","AL","2","000000","Cross-industry","47-4021","Elevator and Escalator Installers and Repairers","detailed",240,24.7,38.47,80010,2.8
"22492","AZ","2","000000","Cross-industry","47-4021","Elevator and Escalator Installers and Repairers","detailed",380,17.1,40.68,84610,2.8
"22493","CA","2","000000","Cross-industry","47-4021","Elevator and Escalator Installers and Repairers","detailed",2740,15.5,46.93,97620,2.9
"22494","CO","2","000000","Cross-industry","47-4021","Elevator and Escalator Installers and Repairers","detailed",660,31.5,44.16,91850,3.2
"22495","FL","2","000000","Cross-industry","47-4021","Elevator and Escalator Installers and Repairers","detailed",1900,10,37.34,77660,3
"22496","GA","2","000000","Cross-industry","47-4021","Elevator and Escalator Installers and Repairers","detailed",230,26.1,36.6,76140,9.9
"22497","HI","2","000000","Cross-industry","47-4021","Elevator and Escalator Installers and Repairers","detailed",300,21.2,41.78,86900,5.4
"22498","IL","2","000000","Cross-industry","47-4021","Elevator and Escalator Installers and Repairers","detailed",720,30.1,46.18,96040,4.5
"22499","IN","2","000000","Cross-industry","47-4021","Elevator and Escalator Installers and Repairers","detailed",480,13.5,38.54,80150,2.4
"22500","IA","2","000000","Cross-industry","47-4021","Elevator and Escalator Installers and Repairers","detailed",170,34.6,38.4,79880,3.3
"22501","KS","2","000000","Cross-industry","47-4021","Elevator and Escalator Installers and Repairers","detailed",270,29.8,45.62,94880,4.1
"22502","KY","2","000000","Cross-industry","47-4021","Elevator and Escalator Installers and Repairers","detailed",190,33.7,28.9,60120,11.9
"22503","LA","2","000000","Cross-industry","47-4021","Elevator and Escalator Installers and Repairers","detailed",70,14.8,38.15,79340,4.3
"22504","ME","2","000000","Cross-industry","47-4021","Elevator and Escalator Installers and Repairers","detailed",80,42.4,40.76,84770,11.2
"22505","MD","2","000000","Cross-industry","47-4021","Elevator and Escalator Installers and Repairers","detailed",1170,24.6,41.89,87130,2.4
"22506","MA","2","000000","Cross-industry","47-4021","Elevator and Escalator Installers and Repairers","detailed",1090,23,52.51,109220,3
"22507","MI","2","000000","Cross-industry","47-4021","Elevator and Escalator Installers and Repairers","detailed",600,46.7,41.1,85490,6.2
"22508","MN","2","000000","Cross-industry","47-4021","Elevator and Escalator Installers and Repairers","detailed",280,21.6,42.48,88360,9.6
"22509","NE","2","000000","Cross-industry","47-4021","Elevator and Escalator Installers and Repairers","detailed",30,15.6,38.72,80530,9.4
"22510","NJ","2","000000","Cross-industry","47-4021","Elevator and Escalator Installers and Repairers","detailed",670,22.9,45.13,93860,6.3
